
   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server
  2026-07-22 12:01:53 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:53 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:53 /bench1 ...................................... ~ 0.22ms
  2026-07-22 12:01:53 /bench1 ...................................... ~ 0.22ms
  2026-07-22 12:01:53 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:53 /bench1 .................................... ~ 505.32ms
  2026-07-22 12:01:53 /bench1 .................................... ~ 505.35ms
  2026-07-22 12:01:53 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:53 /bench1 ...................................... ~ 0.22ms
  2026-07-22 12:01:53 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:53 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:53 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:53 /bench1 ...................................... ~ 0.23ms
  2026-07-22 12:01:53 /bench1 ...................................... ~ 0.22ms
  2026-07-22 12:01:53 /bench1 ...................................... ~ 0.22ms
  2026-07-22 12:01:53 /bench1 .................................... ~ 505.30ms
  2026-07-22 12:01:53 /bench1 .................................... ~ 505.29ms
  2026-07-22 12:01:54 /bench1 ...................................... ~ 0.19ms
  2026-07-22 12:01:54 /bench1 ...................................... ~ 0.20ms
  2026-07-22 12:01:54 /bench1 ...................................... ~ 0.20ms
  2026-07-22 12:01:54 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:54 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:54 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:54 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:54 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:54 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:54 /bench1 .................................... ~ 505.33ms
  2026-07-22 12:01:54 /bench1 .................................... ~ 505.35ms
  2026-07-22 12:01:54 /bench1 ...................................... ~ 0.75ms
  2026-07-22 12:01:54 /bench1 ...................................... ~ 0.23ms
  2026-07-22 12:01:54 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:54 /bench1 ...................................... ~ 0.22ms
  2026-07-22 12:01:54 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:54 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:54 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:54 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:54 /bench1 ...................................... ~ 0.20ms
  2026-07-22 12:01:54 /bench1 .................................... ~ 505.50ms
  2026-07-22 12:01:55 /bench1 .................................... ~ 505.35ms
  2026-07-22 12:01:55 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:55 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:55 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:55 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:55 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:55 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:55 /bench1 ...................................... ~ 0.20ms
  2026-07-22 12:01:55 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:55 /bench1 .................................... ~ 505.32ms
  2026-07-22 12:01:55 /bench1 .................................... ~ 505.36ms
  2026-07-22 12:01:55 /bench1 ...................................... ~ 0.22ms
  2026-07-22 12:01:55 /bench1 ...................................... ~ 1.26ms
  2026-07-22 12:01:55 /bench1 ...................................... ~ 0.22ms
  2026-07-22 12:01:55 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:55 /bench1 ...................................... ~ 0.60ms
  2026-07-22 12:01:55 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:55 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:55 /bench1 .................................... ~ 505.36ms
  2026-07-22 12:01:56 /bench1 .................................... ~ 505.39ms
  2026-07-22 12:01:56 /bench1 ...................................... ~ 0.20ms
  2026-07-22 12:01:56 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:56 /bench1 ...................................... ~ 0.21ms
  2026-07-22 12:01:56 /bench1 ...................................... ~ 0.22ms
  2026-07-22 12:01:56 /bench1 ...................................... ~ 0.20ms
  2026-07-22 12:01:56 /bench1 ...................................... ~ 0.20ms
  2026-07-22 12:01:56 /bench1 ...................................... ~ 0.18ms

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server

  2026-07-30 14:17:17 / ............................................ ~ 2.01ms
  2026-07-30 14:17:17 .................................................. ~ 1s

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server

  2026-07-30 14:17:56 / ............................................ ~ 0.11ms
  2026-07-30 14:17:56 .................................................. ~ 1s
  2026-07-30 14:17:59 /elido_logo.jpg .............................. ~ 2.13ms

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server

  2026-07-30 14:37:33 / ............................................ ~ 0.06ms
  2026-07-30 14:37:34 /elido_logo.jpg ............................ ~ 506.63ms

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8001].  

  Press Ctrl+C to stop the server

